Geneid,HLIVER_01_bspc_A03_1
CHN1_1312,1
CHPF2_1320,26
CHRNA4_1328,14
CHRNB3_1333,0
CHST15_1334,0
CHST15_1335,3
CHUK_1342,27
CIAPIN1_1343,4
CIC_1347,0
CIRBP_1351,40
CISD1_1354,60
CKAP5_1358,42
CKLF_1359,40
CKS1B_1362,15
CLASP1_1366,76
CLEC18A_1380,0
CLEC18A_1382,0
CLN3_1392,2
CLPX_1399,258
CLSTN1_1400,42
CLSTN3_1401,6
CLTB_1402,181
CLTC_1405,307
CLU_1406,1
CNDP2_1408,1
CNEP1R1_1411,23
CNOT10_1423,2
CNOT4_1427,83
CNOT8_1430,265
CNPY3_1433,144
CNTN4_1436,12
COASY_1438,102
COG2_1441,15
COG5_1449,14
COL12A1_1461,19
COL1A1_1466,53
COL4A1_1472,139
COL4A2_1473,69
CERT1_1476,133
COL4A5_1479,6
COL5A1_1480,15
COL5A2_1483,7
COMMD3_1485,227
COPB2_1491,57
COPE_1492,278
COPS3_1496,25
COPS5_1497,54
COPS7A_1498,9
COPZ1_1499,44
COQ5_1506,53
CORO1A_1507,17
COX4I1_1515,48
COX6B1_1519,42
COX7A2_1523,185
COX7B_1524,56
COX7C_1525,135
CPNE1_1528,12
CPNE1_1529,29
CPNE3_1532,156
CPSF1_1536,79
CPSF4_1539,19
CPSF7_1542,57
CR1_1543,6
CRADD_1544,205
CREBBP_1553,16
CREG1_1558,48
CRELD2_1561,32
CRK_1571,6
CRTAP_1578,0
CRTC1_1581,46
CRYAB_1582,0
CRYZ_1586,77
CSF3_1592,0
CSNK1D_1599,152
CSNK1E_1602,0
CSNK1G2_1605,47
CSNK2A2_1609,31
CSNK2B_1610,3
CST6_1613,0
CT45A6_1618,0
CT55_1619,0
CTBP1_1620,25
CTHRC1_1625,1
CTNNAL1_1630,19
CTNNB1_1633,554
CTPS1_1637,0
CTSA_1641,295
CTSD_1642,637
CTSG_1643,0
CTSH_1644,44
CTSL_1645,254
CTSL_1647,114
CTTN_1650,28
CUTA_1654,25
CUX2_1658,148
CXCL12_1666,11
CXCL12_1667,197
CXCL12_1668,9
CXCL12_1669,123
CXCL2_1672,46
CXXC1_1680,15
CYB561_1683,11
CYCS_1692,7
CYP11A1_1693,6
CYP1A1_1698,8
CYP1A2_1699,25
CYP26B1_1706,0
CYP27A1_1707,217
CYP2B6_1710,34
CYP2C19_1714,25
CYP2C9_1720,2076
CYP2E1_1722,41129
CYP2U1_1726,1
CYP46A1_1732,1
CYP4F12_1736,10
CYP4F3_1739,5
CYTH1_1748,1
DAD1_1749,229
DAG1_1750,51
DAPK1_1752,11
DARS2_1755,28
DAXX_1756,135
DAZ4_1757,0
DBH_1758,32
DCAF6_1773,30
DCK_1776,3
DCN_1779,96
DCP2_1782,78
DCTD_1785,516
DCTN1_1786,1
DCTN6_1789,178
DCUN1D4_1795,114
DCX_1796,0
DDB2_1798,8
DDIT3_1800,39
DDIT4_1803,3
DDR1_1804,1
DDX39B_1813,46
DDX3X_1816,0
DDX42_1819,10
DDX46_1822,22
DDX47_1825,5
DDX55_1828,27
DEF6_1832,1
DEFB119_1836,0
DEFB4A_1838,0
DEK_1841,223
DEPDC1B_1847,10
DERA_1848,5
DES_1849,1
DFFA_1850,3
DFFB_1853,19
DHDDS_1856,12
DHRS2_1857,170
DHRS7_1861,251
DHX16_1862,20
DKC1_1871,10
DLAT_1875,155
DLD_1877,0
DLG4_1880,0
DLGAP5_1882,2
DMTF1_1887,3
DMXL2_1888,0
DNAJA1_1891,72
DNAJA2_1892,8
DNAJA3_1895,24
DNAJB11_1901,261
DNAJB14_1905,150
DNAJB2_1906,0
DNAJB6_1912,45
DNAJC11_1916,31
DNAJC3_1920,125
DNM1_1924,0
DNM1L_1927,62
DNMT1_1928,0
DNMT3A_1932,3
DNTTIP2_1936,47
DOLPP1_1937,2
DXO_1939,14
DPH5_1943,32
DPM1_1946,283
DPM2_1947,7
DPY19L2_1952,1
DRAP1_1957,65
DRD1_1958,3
DRD2_1959,0
DRD3_1960,0
DSG2_1967,12
DSN1_1971,10
DTD2_1974,30
DUS1L_1977,29
DUSP1_1978,59
DUSP11_1981,35
DUSP22_1986,73
DUSP3_1987,427
DUSP4_1990,0
DUSP6_1993,16
DVL2_1996,9
DYNLL1_1997,59
DYNLT3_2000,184
DYRK3_2006,17
E2F1_2008,0
E2F2_2009,0
EAF2_2011,3
EBNA1BP2_2014,226
EBP_2015,426
ECD_2021,36
ECH1_2022,20
ECSCR_2024,0
EDEM1_2027,96
EDF1_2028,777
EDN1_2029,1
EED_2035,4
EEF2_2042,1003
EFNA1_2049,49
EFNB1_2050,5
EFS_2052,0
EGF_2055,1
EGFR_2063,88
EGLN2_2065,60
EGR1_2068,1
EIF1_2074,217
EIF1AY_2080,55
EIF2S1_2085,247
EIF2S2_2088,18
EIF3C_2092,0
EIF3D_2093,9
EIF3E_2094,728
EIF3I_2095,103
EIF3L_2097,325
EIF4A1_2100,202
EIF4EBP1_2107,120
EIF5B_2113,10
ELAC2_2114,1
ELAVL1_2115,2
ELF2_2118,48
ELK3_2121,35
ELMO3_2123,1
ELMOD1_2126,0
ELOF1_2130,34
ELOVL1_2131,19
ELOVL6_2134,43
EMC2_2137,39
EML2_2141,21
EML3_2142,0
ENG_2149,11
ENO1_2152,44
ENO2_2153,1
ENOPH1_2156,92
ENOSF1_2157,5
ENY2_2163,1
EOMES_2164,0
EP300_2167,84
EPB41L2_2175,11
EPB41L4A-AS1_2179,25
EPHA3_2188,1
EPHB2_2194,7
EPN2_2197,2
EPOR_2199,0
EPRS1_2200,0
ERBB3_2206,55
ERCC2_2213,5
ERCC3_2214,1
ERCC5_2218,50
ERCC8_2220,16
ERLIN1_2224,117
ERO1A_2227,409
ERO1B_2228,3
ESR1_2235,4
ESR2_2237,0
ESRRA_2238,9
ETFA_2244,315
ETFB_2245,677
ETS1_2248,121
ETV1_2251,1
EVL_2255,58
EXD1_2257,0
EXOC1_2261,5
EXOC5_2262,0
EXOC8_2265,73
EXOSC4_2269,10
EXOSC7_2271,5
EXOSC9_2274,61
EXT1_2278,110
EXTL1_2279,0
EZH2_2282,8
F10_2284,85
F2_2286,2427
F3_2289,2
F9_2297,3237
FABP1_2298,1567
FABP7_2300,0
FAH_2303,183
FAIM_2304,9
FAM122C_2309,0
FAM13A_2311,4
FAM161B_2312,1
FAM168B_2313,110
FAM174A_2316,51
PSME3IP1_2317,2
FAM20B_2318,8
INKA2_2319,0
WASHC2C_2322,2
FAM222B_2323,0
SHLD2_2324,27
DENND10_2326,100
FAM50A_2327,0
TLCD3A_2328,1
MINDY1_2329,5
DIPK1A_2333,24
FAM71F1_2334,0
FAM92B_2335,0
FANCI_2338,0
FANCL_2341,1
FAS_2345,82
FASLG_2346,0
FASTKD3_2352,38
FASTKD5_2353,17
FAT1_2356,12
FAU_2359,603
FBL_2360,33
FBN1_2363,1
FBXL12_2366,5
FBXL3_2369,68
FBXO11_2372,104
FBXO21_2375,13
FBXO24_2376,0
FBXO7_2377,210
FCGR3B_2380,0
FDFT1_2382,15
FDXR_2383,0
FEM1B_2386,8
FEN1_2387,6
FETUB_2391,331
FEZ2_2394,153
FGB_2397,44929
FGF17_2402,0
FGF2_2405,35
FGF7_2409,11
FGF9_2411,0
FGFR2_2417,119
FHL2_2423,1
FKBP14_2430,3
FKBP8_2439,38
DUXAP9_2442,1
FLOT1_2445,13
FMO5_2453,300
FN1_2459,2359
FOLH1_2460,87
FOS_2461,7
FOSL1_2463,0
FOXG1_2475,0
FOXJ3_2478,17
FOXM1_2479,0
FOXO3_2481,123
FOXO4_2484,45
FOXP1_2485,16
FOXP2_2487,1
FPGS_2489,10
FRS2_2492,192
FSD1_2495,4
FTSJ3_2511,41
FTX_2513,3
FUT1_2519,1
FUT2_2520,0
FUT3_2521,0
FYN_2527,58
FZD1_2533,7
G0S2_2539,247
G3BP2_2545,165
G6PC_2546,502
G6PC3_2547,5
G6PD_2548,1
GAA_2549,38
GABARAPL1_2552,28
GABBR1_2553,2
GABPB1_2555,41
GABRA6_2558,0
GABRB3_2561,1
GABRD_2562,0
GAD1_2566,0
GAD2_2567,0
GADD45A_2569,98
GADD45B_2570,55
GADD45G_2571,8
GAGE1_2574,0
GAGE12F_2576,0
GAGE12J_2577,0
GAGE1_2578,0
GANAB_2584,148
GAP43_2585,0
GARS1_2590,82
GAS7_2595,5
GATA2_2599,8
GATA3_2600,0
GATAD1_2604,22
CASTOR3_2606,1
GBX2_2608,0
GCLM_2615,302
GDF15_2621,27
GDF7_2622,9
GDPD1_2627,0
GDPD5_2628,1
GFAP_2632,3
GFOD1_2633,22
GFOD1_2634,17
GFOD2_2635,14
GGCX_2638,717
GGH_2639,173
GHR_2644,1044
GIT1_2646,0
GJA1_2649,7
GJB1_2650,1148
GJB2_2653,138
GKAP1_2657,1
GLA_2658,16
TMPPE_2661,8
GLI1_2663,0
GLI2_2664,0
GLOD4_2670,8
GLRB_2673,1
GLRX_2674,159
GLRX2_2675,0
GLUD1_2678,36
GLUL_2679,1
GMCL1_2681,3
GMFB_2684,10
GMNN_2688,10
GNA11_2692,1
GNA15_2693,0
GNAI1_2696,0
GNAL_2698,0
GNAS_2704,322
RACK1_2708,442
GNB5_2709,2
GNE_2710,184
GNMT_2719,625
GNPDA1_2723,1
GNS_2725,104
GOLIM4_2731,161
GOLT1B_2734,4
GOT1_2737,224
GPATCH8_2740,7
GPBP1L1_2743,31
GPC1_2744,1
GPER1_2750,17
GPI_2753,273
GPR157_2759,0
GPR17_2760,0
ADGRG1_2761,2
GPSM3_2763,5
GPX1_2765,7
GPX2_2766,62
GPX4_2768,178
GRB10_2771,34
GRB2_2774,49
GREB1_2776,0
GREB1_2777,0
GREB1_2778,5
GRIN1_2787,0
GRIN2B_2791,0
GRIN2C_2792,0
GRM4_2797,0
GRM8_2798,2
GRN_2799,34
GRSF1_2801,4
GRWD1_2804,0
GSK3A_2809,15
GSK3B_2810,68
GSPT1_2812,11
GSS_2814,231
GSTA2_2817,882
GSTA3_2818,0
GSTM2_2823,13
GSTM3_2824,1
GSTP1_2826,43
GSTZ1_2830,86
GTF2B_2834,3
GTF2E2_2835,19
GTF2H2C_2837,15
GTF3C2_2842,112
GTF3C5_2843,6
GTPBP8_2849,30
GUSB_2851,23
GYG1_2852,10
GZMB_2856,11
H2AX_2861,81
HACL1_2869,34
HADH_2872,20
HADHA_2875,180
HAT1_2880,84
HAUS3_2882,4
HAVCR1_2885,5
HBEGF_2892,1
HDAC1_2897,23
HDAC2_2900,214
HDC_2905,0
HDGFL2_2906,35
HDGFL3_2909,4
HDLBP_2912,524
HEATR1_2915,7
HEATR5A_2918,7
HEBP1_2919,174
HEIH_2921,26
HERC6_2923,10
HERPUD1_2924,97
HES1_2925,50
HES6_2926,0
HEXA_2929,47
HEXB_2932,327
EPB41L4A-AS1_2937,37
HGC6.3_2938,0
HGF_2939,19
MFSD14A_2943,67
HIF1A_2945,22
H1-2_2950,165
H2AC8_2951,23
H2BC8_2953,0
H2BC9_2954,3
H2BC12_2955,0
H2BC14_2956,16
H3C10_2957,36
H4C5_2958,89
H4C11_2959,22
H4C12_2960,251
H4C13_2961,0
H2AC19_2964,172
H2BC21_2966,0
HJURP_2968,0
HK1_2971,26
HLA-A_2975,189
HLA-B_2976,175
HLA-C_2979,143
HLA-DPA1_2983,0
HLA-DQA1_2987,17
HLA-DQB1_2990,191
HLA-DRA_2993,201
HLA-DRB1_2994,229
HLA-DRB3_2995,10
HLA-DRB5_2997,94
HLA-E_3000,33
HLA-F_3003,1
HMBS_3012,2
HMG20B_3013,3
HMGA2_3022,22
HMGB1_3023,5
HMGCR_3029,75
HMMR_3040,26
HMOX1_3041,157
JPT2_3042,9
HNF1A_3043,5
HNRNPA2B1_3054,292
HNRNPA3_3057,122
HNRNPF_3064,19
HOMER2_3072,12
HOXA10_3077,2
HOXA5_3080,2
HP_3085,82228
HP1BP3_3088,546
HPN_3091,413
HPR_3094,360
HRAS_3100,2
HRAS_3101,121
HRAS_3102,0
HS2ST1_3103,188
HS2ST1_3104,0
HS3ST3A1_3108,4
HS6ST1_3109,11
HSD11B1L_3110,1
HSD17B10_3112,80
HSD17B11_3115,289
HSD17B3_3119,1
HSF2BP_3124,0
HSP90AA1_3127,204
HSP90AB1_3128,516
HSPA13_3134,12
HSPA1A_3135,11
HSPA1B_3136,133
HSPA4_3139,385
HSPA6_3141,1
HSPA9_3143,2
HSPB11_3145,56
HSPG2_3153,8
HTATSF1_3159,341
HTR1A_3160,0
HTR2B_3165,6
HTR4_3169,0
HTR5A_3170,0
HTR6_3171,0
HTRA1_3172,5
HUWE1_3176,15
HYOU1_3177,29
HYPK_3180,971
IARS2_3181,157
ICAM1_3187,18
ICMT_3191,10
MRPL58_3192,34
ID2_3198,1117
IDE_3201,6
IDO1_3210,1
IER2_3213,81
IER3_3214,5
IFI30_3216,99
IFIT1_3219,386
IFIT2_3222,17
IFIT3_3225,39
IFITM1_3226,219
IFNAR1_3235,118
IFNB1_3236,0
IFRD2_3246,18
IGF1R_3254,5
IGF2_3255,243
IGF2BP2_3259,13
IGF2R_3263,640
IGFBP1_3266,112
IGFBP3_3270,421
IGFBP4_3271,183
IGFBP5_3272,39
IGFBP6_3273,0
IGKV1OR2-108_3284,0
ELP1_3288,286
IKBKB_3289,7
IKBKE_3290,1
IKBKG_3291,25
IKZF1_3292,2
IKZF1_3293,9
IKZF1_3294,0
IL13RA1_3309,182
IL1B_3325,5
IL1R1_3326,13
IL2_3329,0
IL20_3330,0
IL36B_3336,0
IL36G_3337,0
IL4R_3339,22
IL6_3341,0
IL7R_3347,6
ILF2_3354,10
ILK_3355,17
ILKAP_3358,17
IMPA1_3364,86
IMPDH2_3367,73
INAFM1_3368,2
ING4_3370,0
INHA_3371,0
INHBA_3372,0
INHBB_3373,2
INPP1_3376,10
INPP4B_3379,10
INPP5E_3380,6
INPP5J_3381,0
INS_3382,0
INSIG1_3385,1131
INTS6_3391,11
INTS8_3394,13
INTS9_3395,0
IP6K2_3396,5
IPO13_3398,1
IPO5_3401,31
IQGAP1_3404,162
IRAK4_3407,2
IRF6_3409,0
IRF7_3410,3
IRS1_3411,5
ISG15_3415,36
ISG20L2_3416,9
ISL1_3417,0
ISOC1_3421,42
ITFG1_3424,85
ITGA1_3425,311
ITGAE_3432,0
ITGB1_3438,232
ITGB1BP1_3441,0
ITGB3BP_3446,0
ITGB5_3450,61
ITM2B_3452,31
ITM2C_3453,5
JAK1_3463,164
JAK2_3466,4
JMJD6_3471,120
JTB_3472,484
JUNB_3476,28
KAT6A_3486,118
KAT6B_3489,46
KAT8_3490,28
KATNA1_3491,35
KCND2_3501,0
KCNF1_3502,0
KCNG1_3503,0
KCNJ18_3509,0
KCNK1_3516,4
KCNK16_3517,0
KCNK16_3518,0
KCNK4_3519,0
KCNMB3_3522,1
KCNQ2_3525,0
KCNQ3_3528,0
KCTD2_3533,22
KCTD5_3534,13
KDELR1_3537,316
KDELR2_3540,56
KDM3A_3541,6
KDM5A_3544,173
KDR_3546,3
KEAP1_3547,31
KHSRP_3551,139
KIAA0100_3554,45
PCLAF_3555,2
WASHC5_3558,194
KIAA0355_3561,38
KIAA0895L_3568,0
KHDC4_3570,47
TMEM131L_3571,34
WASHC4_3574,125
KIAA1109_3577,3
KIFBP_3583,32
KIAA1328_3584,0
KIF11_3588,13
KIF14_3592,12
KIF15_3595,13
KIF18B_3598,1
KIF20A_3601,3
KIF2C_3603,16
KIF5B_3609,199
KIF5C_3612,4
KIT_3617,0
KLF6_3626,55
KLHDC2_3630,850
KLHDC3_3631,46
KLHL9_3643,2
KLK13_3645,0
KLK2_3651,0
KLK3_3652,0
KMT2C_3658,6
KMT2E_3661,35
KNSTRN_3668,27
KPNA2_3669,87
KPNA3_3672,0
KRT17_3687,2
KRT6B_3699,0
KRT7_3703,5
KTN1_3708,54
L1CAM_3714,2
LAGE3_3716,27
LAMA3_3717,7
LAMB2_3721,33
LAMB3_3722,0
LAMC1_3725,131
LAMC2_3727,1
LAMP1_3730,557
LAP3_3740,972
LAPTM4A_3743,232
LARS1_3750,105
LAS1L_3751,3
LBR_3754,38
LCMT2_3757,6
LCP1_3761,152
LCP2_3762,8
LDHA_3766,303
LGALS8_3781,9
LGMN_3782,20
LHX1_3787,0
LHX5_3792,0
LHX9_3793,0
LIG1_3795,7
LIG4_3798,67
LINC00623_3802,0
LINC00623_3803,0
LINC00672_3805,0
LINC00869_3808,48
LIPA_3812,61
OLMALINC_3821,16
TEX48_3827,0
LOC107986265_3828,7
AC093157.1_3829,20
LOC105374985_3830,0
SRGAP2C_3832,0
CNTNAP3B_3837,2
IGKV1-9_3838,6
LSP1P4_3841,2
AC106795.1_3844,56
LONP1_3847,54
LOXL1_3850,0
LPAR2_3854,3
LPGAT1_3859,19
LPIN3_3865,0
LRIF1_3872,100
LRIT3_3873,0
LRP10_3874,35
LRPAP1_3876,1
LRRC15_3880,0
CARMIL1_3881,9
LRRC41_3882,28
LSM1_3888,70
LSM14A_3890,103
LSM5_3894,44
LSM7_3898,196
LURAP1L_3910,3
LYG1_3911,4
LYRM1_3916,37
LYSMD3_3919,3
LZTR1_3924,5
MACF1_3927,102
MAD2L1_3930,10
MAD2L1BP_3931,1
MAEA_3932,28
MAGEA11_3937,0
MALAT1_3940,284
MALT1_3941,55
MAML1_3942,2
MAN2A2_3946,10
MAN2B1_3947,114
MAP1LC3B_3964,1
MAP2_3965,16
MAP2K3_3971,48
MAP2K5_3975,15
MAP3K4_3982,19
MAP4K4_3985,153
MAP7_3988,177
MAPK1_3989,8
MAPK1_3990,60
MAPK13_3996,23
MAPK14_4000,85
MAPK1IP1L_4001,0
MAPK3_4002,1
MAPK8_4006,0
MAPK9_4009,62
MAPKAPK2_4012,150
MAPKAPK3_4013,6
MAPKAPK5_4016,8
MAPRE1_4017,12
MAPRE2_4018,0
MAPT_4019,2
MARCHF10_4020,0
MARCKS_4021,7
MARK4_4024,0
MARS1_4025,1
MASP1_4028,68
MAST2_4033,23
MASTL_4036,22
MATK_4040,2
MAZ_4047,26
MBD3_4051,10
MBNL1_4056,303
MBNL2_4059,171
MBOAT7_4061,1
MCEE_4067,14
MCL1_4068,20
MCM10_4071,6
MCM3_4072,154
MCM4_4075,45
MCM7_4079,75
MCOLN1_4080,34
MCTP1_4083,2
MCUR1_4086,204
MDH1_4087,41
ME2_4100,34
MEA1_4101,40
MED1_4106,130
MED21_4109,18
MEF2C_4112,0
MEF2D_4115,132
MEFV_4116,15
MELK_4117,3
MEN1_4120,49
MEST_4122,6
MET_4125,2
METRN_4129,18
METTL2A_4134,7
METTL2B_4135,33
MFAP1_4142,11
MFSD11_4150,6
GLIDR_4155,21
MIF_4173,68
MKNK1_4185,11
MLEC_4188,80
MLH1_4190,10
MLLT11_4193,13
MLX_4197,31
MMACHC_4200,7
MMP1_4206,0
MMP11_4207,0
MMP2_4213,0
MMP3_4216,1
MMS19_4222,29
MNAT1_4225,44
MNX1_4226,0
MOB1B_4229,39
MOCS3_4235,83
MOK_4238,3
MORF4L1_4240,7
MORN5_4241,0
MPC2_4243,694
MPHOSPH9_4245,0
MRE11_4256,52
MRPL12_4260,270
MRPL13_4261,88
MRPL15_4264,51
MRPL18_4265,125
MRPL19_4268,106
MRPL24_4269,24
MRPL27_4270,22
MRPL28_4271,2
MRPL34_4277,0
MRPL37_4278,14
MRPL42_4284,8
MRPL53_4285,6
MRPS17_4291,51
MRPS2_4292,5
MRPS23_4296,1
MRPS28_4299,261
